component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
stack,light,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-button.ui-button--secondary › button.ui-button__el box,--ui-color-surface-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,light,hover,text,text,required,4.5,4.75,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#2563eb,--ui-color-surface-hover,#eff6ff,16,600,false,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,light,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-button.ui-button--text › button.ui-button__el box,--ui-color-surface-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el,
stack,dark,default,non-text,box,informational,,9.29,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg,#34d399,--ui-color-surface,#0f172a,,,,5,--ui-button-bg → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,dark,default,text,text,required,4.5,10.49,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#020617,--ui-button-bg,#34d399,16,600,false,5,--ui-button-text → --ui-color-on-primary → --ui-slate-950 → #020617,--ui-button-bg → --ui-color-primary → --ui-emerald-400 → #34d399,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,dark,default,non-text,border,informational,,9.29,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,dark,default,text,text,required,4.5,9.29,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#34d399,--ui-color-surface,#0f172a,16,600,false,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,dark,default,text,text,required,4.5,9.29,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#34d399,--ui-color-surface,#0f172a,16,600,false,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,onyx-button.ui-button--primary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,dark,focus,non-text,focus-ring-vs-control,informational,,1,INFO,FAIL,onyx-button.ui-button--primary › button.ui-button__el focus-ring/vs-control,--ui-focus-ring,#34d399,--ui-button-bg,#34d399,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-button-bg → --ui-color-primary → --ui-emerald-400 → #34d399,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,onyx-button.ui-button--secondary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,onyx-button.ui-button--text › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--text > button.ui-button__el,
stack,dark,hover,text,text,required,4.5,13.23,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#020617,--ui-button-bg-hover,#6ee7b7,16,600,false,1,--ui-button-text → --ui-color-on-primary → --ui-slate-950 → #020617,--ui-button-bg-hover → --ui-color-primary-hover → --ui-emerald-300 → #6ee7b7,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,dark,hover,non-text,box,informational,,11.71,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg-hover,#6ee7b7,--ui-color-surface,#0f172a,,,,1,--ui-button-bg-hover → --ui-color-primary-hover → --ui-emerald-300 → #6ee7b7,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,dark,hover,text,text,required,4.5,7.61,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#34d399,--ui-color-surface-hover,#1e293b,16,600,false,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,dark,hover,non-text,border,informational,,9.29,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,dark,hover,non-text,border-vs-own-bg,informational,,7.61,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border/inner,--ui-color-primary,#34d399,--ui-color-surface-hover,#1e293b,,,,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,dark,hover,non-text,box,informational,,1.22,INFO,FAIL,onyx-button.ui-button--secondary › button.ui-button__el box,--ui-color-surface-hover,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-color-surface-hover → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,dark,hover,text,text,required,4.5,7.61,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#34d399,--ui-color-surface-hover,#1e293b,16,600,false,1,--ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,dark,hover,non-text,box,informational,,1.22,INFO,FAIL,onyx-button.ui-button--text › button.ui-button__el box,--ui-color-surface-hover,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-color-surface-hover → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-button.ui-button.ui-button--text > button.ui-button__el,
stack,acme,default,non-text,box,informational,,5.7,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg,#7c3aed,--ui-color-surface,#ffffff,,,,5,--ui-button-bg → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,acme,default,text,text,required,4.5,5.7,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#ffffff,--ui-button-bg,#7c3aed,16,600,false,5,--ui-button-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-button-bg → --ui-color-primary → #7c3aed,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,acme,default,non-text,border,informational,,5.7,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,acme,default,text,text,required,4.5,5.7,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#7c3aed,--ui-color-surface,#ffffff,16,600,false,1,--ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,acme,default,text,text,required,4.5,5.7,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#7c3aed,--ui-color-surface,#ffffff,16,600,false,1,--ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,onyx-button.ui-button--primary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,acme,focus,non-text,focus-ring-vs-control,informational,,1.35,INFO,FAIL,onyx-button.ui-button--primary › button.ui-button__el focus-ring/vs-control,--ui-focus-ring,#8b5cf6,--ui-button-bg,#7c3aed,,,,1,--ui-focus-ring → #8b5cf6,--ui-button-bg → --ui-color-primary → #7c3aed,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,onyx-button.ui-button--secondary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,onyx-button.ui-button--text › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el,
stack,acme,hover,text,text,required,4.5,7.1,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#ffffff,--ui-button-bg-hover,#6d28d9,16,600,false,1,--ui-button-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-button-bg-hover → --ui-color-primary-hover → #6d28d9,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,acme,hover,non-text,box,informational,,7.1,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg-hover,#6d28d9,--ui-color-surface,#ffffff,,,,1,--ui-button-bg-hover → --ui-color-primary-hover → #6d28d9,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,acme,hover,text,text,required,4.5,5.24,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#7c3aed,--ui-color-surface-hover,#eff6ff,16,600,false,1,--ui-color-primary → #7c3aed,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,acme,hover,non-text,border,informational,,5.7,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,acme,hover,non-text,border-vs-own-bg,informational,,5.24,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border/inner,--ui-color-primary,#7c3aed,--ui-color-surface-hover,#eff6ff,,,,1,--ui-color-primary → #7c3aed,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,acme,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-button.ui-button--secondary › button.ui-button__el box,--ui-color-surface-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,acme,hover,text,text,required,4.5,5.24,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#7c3aed,--ui-color-surface-hover,#eff6ff,16,600,false,1,--ui-color-primary → #7c3aed,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,acme,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-button.ui-button--text › button.ui-button__el box,--ui-color-surface-hover,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el,
switch,light,default,non-text,fill,required,3,1.23,FAIL,FAIL,onyx-switch › span.ui-switch__track fill,--ui-switch-track-bg,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-switch-track-bg → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,light,default,non-text,fill,required,3,1.23,FAIL,FAIL,onyx-switch › span.ui-switch__track ::after fill,--ui-switch-thumb-color,#ffffff,--ui-switch-track-bg,#e2e8f0,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-switch-track-bg → --ui-color-border → --ui-slate-200 → #e2e8f0,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-switch › span.ui-switch__label,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,16,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__label,Enable notifications
switch,light,default,non-text,fill,exempt-disabled,,1.1,EXEMPT,FAIL,onyx-switch.ui-switch--disabled › span.ui-switch__track [disabled] fill,--ui-color-disabled-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,light,default,non-text,fill,exempt-disabled,,1.1,EXEMPT,FAIL,onyx-switch.ui-switch--disabled › span.ui-switch__track [disabled] ::after fill,--ui-switch-thumb-color,#ffffff,--ui-color-disabled-bg,#f1f5f9,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-disabled-bg → --ui-slate-100 → #f1f5f9,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,light,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-switch.ui-switch--disabled › span.ui-switch__label [disabled],--ui-switch-disabled-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__label,Disabled
switch,dark,default,non-text,fill,required,3,1.72,FAIL,FAIL,onyx-switch › span.ui-switch__track fill,--ui-switch-track-bg,#334155,--ui-color-surface,#0f172a,,,,1,--ui-switch-track-bg → --ui-color-border → --ui-slate-700 → #334155,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,dark,default,non-text,fill,required,3,10.35,PASS,PASS,onyx-switch › span.ui-switch__track ::after fill,--ui-switch-thumb-color,#ffffff,--ui-switch-track-bg,#334155,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-switch-track-bg → --ui-color-border → --ui-slate-700 → #334155,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-switch › span.ui-switch__label,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,16,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__label,Enable notifications
switch,dark,default,non-text,fill,exempt-disabled,,1.22,EXEMPT,FAIL,onyx-switch.ui-switch--disabled › span.ui-switch__track [disabled] fill,--ui-color-disabled-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,dark,default,non-text,fill,exempt-disabled,,14.63,EXEMPT,PASS,onyx-switch.ui-switch--disabled › span.ui-switch__track [disabled] ::after fill,--ui-switch-thumb-color,#ffffff,--ui-color-disabled-bg,#1e293b,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-disabled-bg → --ui-slate-800 → #1e293b,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
switch,dark,default,text,text,exempt-disabled,,3.75,EXEMPT,PASS,onyx-switch.ui-switch--disabled › span.ui-switch__label [disabled],--ui-switch-disabled-text,#64748b,--ui-color-surface,#0f172a,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-500 → #64748b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-switch.ui-switch.ui-switch--disabled > label.ui-switch__wrap > span.ui-switch__label,Disabled
switch,acme,default,non-text,fill,required,3,1.23,FAIL,FAIL,onyx-switch › span.ui-switch__track fill,--ui-switch-track-bg,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-switch-track-bg → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-switch.ui-switch > label.ui-switch__wrap > span.ui-switch__control > span.ui-switch__track,
